ENSMUSG00000064341	ENSHGLG00000000006
ENSMUSG00000020774	ENSHGLG00000007032
ENSMUSG00000038267	ENSHGLG00000007033
ENSMUSG00000027165	ENSHGLG00000007037
ENSMUSG00000026374	ENSHGLG00000007038
ENSMUSG00000073972	ENSHGLG00000007039
ENSMUSG00000030302	ENSHGLG00000007041
ENSMUSG00000026727	ENSHGLG00000007044
ENSMUSG00000060166	ENSHGLG00000007045
ENSMUSG00000029112	ENSHGLG00000007046
ENSMUSG00000022174	ENSHGLG00000007047
ENSMUSG00000090223	ENSHGLG00000007048
ENSMUSG00000047875	ENSHGLG00000007050
ENSMUSG00000042524	ENSHGLG00000007051
ENSMUSG00000005610	ENSHGLG00000007052
ENSMUSG00000022016	ENSHGLG00000007054
ENSMUSG00000004341	ENSHGLG00000007055
ENSMUSG00000027559	ENSHGLG00000007056
ENSMUSG00000070423	ENSHGLG00000007058
ENSMUSG00000024873	ENSHGLG00000007060
ENSMUSG00000075012	ENSHGLG00000007061
ENSMUSG00000034345	ENSHGLG00000007063
ENSMUSG00000109293	ENSHGLG00000007067
ENSMUSG00000004568	ENSHGLG00000007068
ENSMUSG00000064080	ENSHGLG00000007070
ENSMUSG00000059146	ENSHGLG00000007071
ENSMUSG00000020349	ENSHGLG00000007073
ENSMUSG00000053522	ENSHGLG00000007076
ENSMUSG00000000078	ENSHGLG00000007077
ENSMUSG00000060397	ENSHGLG00000007079
ENSMUSG00000008193	ENSHGLG00000007080
ENSMUSG00000006392	ENSHGLG00000007081
ENSMUSG00000043059	ENSHGLG00000007082
ENSMUSG00000017969	ENSHGLG00000007083
ENSMUSG00000009628	ENSHGLG00000007084
ENSMUSG00000054901	ENSHGLG00000007085
ENSMUSG00000002820	ENSHGLG00000007086
ENSMUSG00000060044	ENSHGLG00000007087
ENSMUSG00000025494	ENSHGLG00000007089
ENSMUSG00000060568	ENSHGLG00000007090
ENSMUSG00000020484	ENSHGLG00000007091
ENSMUSG00000046668	ENSHGLG00000007092
ENSMUSG00000038489	ENSHGLG00000007095
ENSMUSG00000038045	ENSHGLG00000007096
ENSMUSG00000052920	ENSHGLG00000007097
ENSMUSG00000022680	ENSHGLG00000007098
ENSMUSG00000021699	ENSHGLG00000007099
ENSMUSG00000056755	ENSHGLG00000007102
ENSMUSG00000022415	ENSHGLG00000007104
ENSMUSG00000018322	ENSHGLG00000007105
ENSMUSG00000044197	ENSHGLG00000007107
ENSMUSG00000039154	ENSHGLG00000007108
ENSMUSG00000001018	ENSHGLG00000007109
ENSMUSG00000017754	ENSHGLG00000007111
ENSMUSG00000021536	ENSHGLG00000007112
ENSMUSG00000048982	ENSHGLG00000007113
ENSMUSG00000043753	ENSHGLG00000007114
ENSMUSG00000030309	ENSHGLG00000007117
ENSMUSG00000028435	ENSHGLG00000007118
ENSMUSG00000037341	ENSHGLG00000007119
ENSMUSG00000039307	ENSHGLG00000007121
ENSMUSG00000031557	ENSHGLG00000007123
ENSMUSG00000018931	ENSHGLG00000007125
ENSMUSG00000023008	ENSHGLG00000007126
ENSMUSG00000035459	ENSHGLG00000007127
ENSMUSG00000038879	ENSHGLG00000007133
ENSMUSG00000016194	ENSHGLG00000007135
ENSMUSG00000048349	ENSHGLG00000007136
ENSMUSG00000005469	ENSHGLG00000007137
ENSMUSG00000042485	ENSHGLG00000007138
ENSMUSG00000027868	ENSHGLG00000007139
ENSMUSG00000034686	ENSHGLG00000007140
ENSMUSG00000045302	ENSHGLG00000007142
ENSMUSG00000043017	ENSHGLG00000007145
ENSMUSG00000034647	ENSHGLG00000007146
ENSMUSG00000027651	ENSHGLG00000007147
ENSMUSG00000027950	ENSHGLG00000007150
ENSMUSG00000024818	ENSHGLG00000007151
ENSMUSG00000002477	ENSHGLG00000007152
ENSMUSG00000061650	ENSHGLG00000007153
ENSMUSG00000003865	ENSHGLG00000007154
ENSMUSG00000020467	ENSHGLG00000007156
ENSMUSG00000042506	ENSHGLG00000007159
ENSMUSG00000047824	ENSHGLG00000007163
ENSMUSG00000024421	ENSHGLG00000007164
ENSMUSG00000020600	ENSHGLG00000007165
ENSMUSG00000037773	ENSHGLG00000007166
ENSMUSG00000016526	ENSHGLG00000007167
ENSMUSG00000025358	ENSHGLG00000007168
ENSMUSG00000051748	ENSHGLG00000007169
ENSMUSG00000040725	ENSHGLG00000007171
ENSMUSG00000040747	ENSHGLG00000007172
ENSMUSG00000029782	ENSHGLG00000007175
ENSMUSG00000023353	ENSHGLG00000007176
ENSMUSG00000003974	ENSHGLG00000007178
ENSMUSG00000032739	ENSHGLG00000007179
ENSMUSG00000019775	ENSHGLG00000007180
ENSMUSG00000006763	ENSHGLG00000007181
ENSMUSG00000044322	ENSHGLG00000007182
ENSMUSG00000049112	ENSHGLG00000007183
ENSMUSG00000049538	ENSHGLG00000007184
ENSMUSG00000043342	ENSHGLG00000007185
ENSMUSG00000041642	ENSHGLG00000007186
ENSMUSG00000054474	ENSHGLG00000007187
ENSMUSG00000036931	ENSHGLG00000007189
ENSMUSG00000028917	ENSHGLG00000007190
ENSMUSG00000003458	ENSHGLG00000007191
ENSMUSG00000109228	ENSHGLG00000007192
ENSMUSG00000005892	ENSHGLG00000007193
ENSMUSG00000022993	ENSHGLG00000007195
ENSMUSG00000063683	ENSHGLG00000007196
ENSMUSG00000000167	ENSHGLG00000007197
ENSMUSG00000019979	ENSHGLG00000007198
ENSMUSG00000038569	ENSHGLG00000007199
ENSMUSG00000046192	ENSHGLG00000007200
ENSMUSG00000096351	ENSHGLG00000007201
ENSMUSG00000028572	ENSHGLG00000007202
ENSMUSG00000063145	ENSHGLG00000007203
ENSMUSG00000024526	ENSHGLG00000007204
ENSMUSG00000025892	ENSHGLG00000007205
ENSMUSG00000027641	ENSHGLG00000007206
ENSMUSG00000022357	ENSHGLG00000007208
ENSMUSG00000034160	ENSHGLG00000007209
ENSMUSG00000002603	ENSHGLG00000007211
ENSMUSG00000026390	ENSHGLG00000007212
ENSMUSG00000024454	ENSHGLG00000007216
ENSMUSG00000054196	ENSHGLG00000007218
ENSMUSG00000042312	ENSHGLG00000007219
ENSMUSG00000069041	ENSHGLG00000007220
ENSMUSG00000026414	ENSHGLG00000007221
ENSMUSG00000034848	ENSHGLG00000007222
ENSMUSG00000037579	ENSHGLG00000007224
ENSMUSG00000046591	ENSHGLG00000007225
ENSMUSG00000107283	ENSHGLG00000007226
ENSMUSG00000056055	ENSHGLG00000007228
ENSMUSG00000012848	ENSHGLG00000007229
ENSMUSG00000056429	ENSHGLG00000007230
ENSMUSG00000020156	ENSHGLG00000007232
ENSMUSG00000032243	ENSHGLG00000007233
ENSMUSG00000055421	ENSHGLG00000007234
ENSMUSG00000026546	ENSHGLG00000007235
ENSMUSG00000035021	ENSHGLG00000007236
ENSMUSG00000025225	ENSHGLG00000007237
ENSMUSG00000024130	ENSHGLG00000007238
ENSMUSG00000033722	ENSHGLG00000007239
ENSMUSG00000015149	ENSHGLG00000007241
ENSMUSG00000026638	ENSHGLG00000007242
ENSMUSG00000046675	ENSHGLG00000007243
ENSMUSG00000020564	ENSHGLG00000007244
ENSMUSG00000048655	ENSHGLG00000007245
ENSMUSG00000030313	ENSHGLG00000007250
ENSMUSG00000038910	ENSHGLG00000007251
ENSMUSG00000040985	ENSHGLG00000007252
ENSMUSG00000024502	ENSHGLG00000007253
ENSMUSG00000037447	ENSHGLG00000007255
ENSMUSG00000033788	ENSHGLG00000007256
ENSMUSG00000021451	ENSHGLG00000007257
ENSMUSG00000022564	ENSHGLG00000007258
ENSMUSG00000033615	ENSHGLG00000007259
ENSMUSG00000045608	ENSHGLG00000007260
ENSMUSG00000056515	ENSHGLG00000007261
ENSMUSG00000030226	ENSHGLG00000007262
ENSMUSG00000071226	ENSHGLG00000007263
ENSMUSG00000039200	ENSHGLG00000007264
ENSMUSG00000022479	ENSHGLG00000007266
ENSMUSG00000029617	ENSHGLG00000007267
ENSMUSG00000032127	ENSHGLG00000007268
ENSMUSG00000038188	ENSHGLG00000007269
ENSMUSG00000000365	ENSHGLG00000007270
ENSMUSG00000021993	ENSHGLG00000007271
ENSMUSG00000029334	ENSHGLG00000007272
ENSMUSG00000021730	ENSHGLG00000007274
ENSMUSG00000036412	ENSHGLG00000007275
ENSMUSG00000038375	ENSHGLG00000007281
ENSMUSG00000033533	ENSHGLG00000007282
ENSMUSG00000034218	ENSHGLG00000007284
ENSMUSG00000024247	ENSHGLG00000007285
ENSMUSG00000070436	ENSHGLG00000007288
ENSMUSG00000048373	ENSHGLG00000007289
ENSMUSG00000073557	ENSHGLG00000007290
ENSMUSG00000037887	ENSHGLG00000007291
ENSMUSG00000031610	ENSHGLG00000007293
ENSMUSG00000020166	ENSHGLG00000007294
ENSMUSG00000022559	ENSHGLG00000007296
ENSMUSG00000058997	ENSHGLG00000007298
ENSMUSG00000051956	ENSHGLG00000007299
ENSMUSG00000042572	ENSHGLG00000007304
ENSMUSG00000021180	ENSHGLG00000007306
ENSMUSG00000018893	ENSHGLG00000007308
ENSMUSG00000043681	ENSHGLG00000007309
ENSMUSG00000043019	ENSHGLG00000007310
ENSMUSG00000022101	ENSHGLG00000007312
ENSMUSG00000035165	ENSHGLG00000007314
ENSMUSG00000091811	ENSHGLG00000007315
ENSMUSG00000059336	ENSHGLG00000007316
ENSMUSG00000027131	ENSHGLG00000007317
ENSMUSG00000003444	ENSHGLG00000007318
ENSMUSG00000029231	ENSHGLG00000007320
ENSMUSG00000050002	ENSHGLG00000007323
ENSMUSG00000030159	ENSHGLG00000007324
ENSMUSG00000003604	ENSHGLG00000007325
ENSMUSG00000026017	ENSHGLG00000007326
ENSMUSG00000062184	ENSHGLG00000007327
ENSMUSG00000001473	ENSHGLG00000007328
ENSMUSG00000032625	ENSHGLG00000007329
ENSMUSG00000062861	ENSHGLG00000007330
ENSMUSG00000009378	ENSHGLG00000007331
ENSMUSG00000070738	ENSHGLG00000007333
ENSMUSG00000042302	ENSHGLG00000007334
ENSMUSG00000072582	ENSHGLG00000007335
ENSMUSG00000030470	ENSHGLG00000007338
ENSMUSG00000042066	ENSHGLG00000007340
ENSMUSG00000042369	ENSHGLG00000007342
ENSMUSG00000022475	ENSHGLG00000007344
ENSMUSG00000030230	ENSHGLG00000007346
ENSMUSG00000022144	ENSHGLG00000007347
ENSMUSG00000109572	ENSHGLG00000007349
ENSMUSG00000038777	ENSHGLG00000007351
ENSMUSG00000070639	ENSHGLG00000007352
ENSMUSG00000040167	ENSHGLG00000007353
ENSMUSG00000028070	ENSHGLG00000007354
ENSMUSG00000047767	ENSHGLG00000007355
ENSMUSG00000084883	ENSHGLG00000007356
ENSMUSG00000028950	ENSHGLG00000007357
ENSMUSG00000006715	ENSHGLG00000007358
ENSMUSG00000021364	ENSHGLG00000007359
ENSMUSG00000079083	ENSHGLG00000007361
ENSMUSG00000071014	ENSHGLG00000007362
ENSMUSG00000056069	ENSHGLG00000007364
ENSMUSG00000079426	ENSHGLG00000007365
ENSMUSG00000025158	ENSHGLG00000007367
ENSMUSG00000048796	ENSHGLG00000007369
ENSMUSG00000026715	ENSHGLG00000007370
ENSMUSG00000030669	ENSHGLG00000007371
ENSMUSG00000021255	ENSHGLG00000007373
ENSMUSG00000030748	ENSHGLG00000007375
ENSMUSG00000025504	ENSHGLG00000007376
ENSMUSG00000035397	ENSHGLG00000007377
ENSMUSG00000037355	ENSHGLG00000007378
ENSMUSG00000028976	ENSHGLG00000007382
ENSMUSG00000026171	ENSHGLG00000007383
ENSMUSG00000020806	ENSHGLG00000007384
ENSMUSG00000038080	ENSHGLG00000007385
ENSMUSG00000062372	ENSHGLG00000007386
ENSMUSG00000019738	ENSHGLG00000007388
ENSMUSG00000027603	ENSHGLG00000007389
ENSMUSG00000069189	ENSHGLG00000007391
ENSMUSG00000001569	ENSHGLG00000007392
ENSMUSG00000060216	ENSHGLG00000007393
ENSMUSG00000032121	ENSHGLG00000007394
ENSMUSG00000051499	ENSHGLG00000007396
ENSMUSG00000030209	ENSHGLG00000007400
ENSMUSG00000034245	ENSHGLG00000007401
ENSMUSG00000037868	ENSHGLG00000007402
ENSMUSG00000003348	ENSHGLG00000007403
ENSMUSG00000030612	ENSHGLG00000007404
ENSMUSG00000068745	ENSHGLG00000007407
ENSMUSG00000036825	ENSHGLG00000007408
ENSMUSG00000091712	ENSHGLG00000007409
ENSMUSG00000063060	ENSHGLG00000007410
ENSMUSG00000053964	ENSHGLG00000007411
ENSMUSG00000047528	ENSHGLG00000007412
ENSMUSG00000021982	ENSHGLG00000007415
ENSMUSG00000036912	ENSHGLG00000007416
ENSMUSG00000028521	ENSHGLG00000007417
ENSMUSG00000003068	ENSHGLG00000007418
ENSMUSG00000049336	ENSHGLG00000007420
ENSMUSG00000050567	ENSHGLG00000007422
ENSMUSG00000025510	ENSHGLG00000007423
ENSMUSG00000031937	ENSHGLG00000007424
ENSMUSG00000052613	ENSHGLG00000007425
ENSMUSG00000020272	ENSHGLG00000007426
ENSMUSG00000033487	ENSHGLG00000007427
ENSMUSG00000017418	ENSHGLG00000007428
ENSMUSG00000049988	ENSHGLG00000007429
ENSMUSG00000072791	ENSHGLG00000007430
ENSMUSG00000039960	ENSHGLG00000007432
ENSMUSG00000042501	ENSHGLG00000007434
ENSMUSG00000062421	ENSHGLG00000007435
ENSMUSG00000053647	ENSHGLG00000007436
ENSMUSG00000018923	ENSHGLG00000007438
ENSMUSG00000001804	ENSHGLG00000007440
ENSMUSG00000073102	ENSHGLG00000007441
ENSMUSG00000038201	ENSHGLG00000007442
ENSMUSG00000068859	ENSHGLG00000007443
ENSMUSG00000030207	ENSHGLG00000007444
ENSMUSG00000075209	ENSHGLG00000007447
ENSMUSG00000021604	ENSHGLG00000007449
ENSMUSG00000065954	ENSHGLG00000007450
ENSMUSG00000030660	ENSHGLG00000007454
ENSMUSG00000070533	ENSHGLG00000007455
ENSMUSG00000036298	ENSHGLG00000007456
ENSMUSG00000050910	ENSHGLG00000007457
ENSMUSG00000028447	ENSHGLG00000007458
ENSMUSG00000026630	ENSHGLG00000007461
ENSMUSG00000055866	ENSHGLG00000007462
ENSMUSG00000019429	ENSHGLG00000007463
ENSMUSG00000056899	ENSHGLG00000007468
ENSMUSG00000091780	ENSHGLG00000007469
ENSMUSG00000027068	ENSHGLG00000007470
ENSMUSG00000025140	ENSHGLG00000007472
ENSMUSG00000040706	ENSHGLG00000007473
ENSMUSG00000053119	ENSHGLG00000007476
ENSMUSG00000041912	ENSHGLG00000007478
ENSMUSG00000026782	ENSHGLG00000007481
ENSMUSG00000030881	ENSHGLG00000007482
ENSMUSG00000033985	ENSHGLG00000007484
ENSMUSG00000026110	ENSHGLG00000007486
ENSMUSG00000024304	ENSHGLG00000007487
ENSMUSG00000019865	ENSHGLG00000007488
ENSMUSG00000016200	ENSHGLG00000007490
ENSMUSG00000025237	ENSHGLG00000007492
ENSMUSG00000049600	ENSHGLG00000007493
ENSMUSG00000020440	ENSHGLG00000007494
ENSMUSG00000036054	ENSHGLG00000007497
ENSMUSG00000005339	ENSHGLG00000007498
ENSMUSG00000050368	ENSHGLG00000007501
ENSMUSG00000019905	ENSHGLG00000007503
ENSMUSG00000032514	ENSHGLG00000007505
ENSMUSG00000049173	ENSHGLG00000007506
ENSMUSG00000016256	ENSHGLG00000007507
ENSMUSG00000020716	ENSHGLG00000007508
ENSMUSG00000023078	ENSHGLG00000007509
ENSMUSG00000024140	ENSHGLG00000007510
ENSMUSG00000020770	ENSHGLG00000007512
ENSMUSG00000014550	ENSHGLG00000007514
ENSMUSG00000034757	ENSHGLG00000007515
ENSMUSG00000029679	ENSHGLG00000007516
ENSMUSG00000050043	ENSHGLG00000007517
ENSMUSG00000057182	ENSHGLG00000007520
ENSMUSG00000026697	ENSHGLG00000007521
ENSMUSG00000032727	ENSHGLG00000007522
ENSMUSG00000021587	ENSHGLG00000007524
ENSMUSG00000024498	ENSHGLG00000007525
ENSMUSG00000050064	ENSHGLG00000007526
ENSMUSG00000036606	ENSHGLG00000007527
ENSMUSG00000039159	ENSHGLG00000007528
ENSMUSG00000023805	ENSHGLG00000007534
ENSMUSG00000022466	ENSHGLG00000007537
ENSMUSG00000028266	ENSHGLG00000007538
ENSMUSG00000035964	ENSHGLG00000007540
ENSMUSG00000042410	ENSHGLG00000007541
ENSMUSG00000029998	ENSHGLG00000007543
ENSMUSG00000054321	ENSHGLG00000007544
ENSMUSG00000041921	ENSHGLG00000007545
ENSMUSG00000041238	ENSHGLG00000007546
ENSMUSG00000022240	ENSHGLG00000007547
ENSMUSG00000050382	ENSHGLG00000007549
ENSMUSG00000027901	ENSHGLG00000007550
ENSMUSG00000035933	ENSHGLG00000007552
ENSMUSG00000109511	ENSHGLG00000007553
ENSMUSG00000000392	ENSHGLG00000007554
ENSMUSG00000029346	ENSHGLG00000007556
ENSMUSG00000038605	ENSHGLG00000007557
ENSMUSG00000058290	ENSHGLG00000007558
ENSMUSG00000060445	ENSHGLG00000007561
ENSMUSG00000066687	ENSHGLG00000007562
ENSMUSG00000029635	ENSHGLG00000007563
ENSMUSG00000028576	ENSHGLG00000007564
ENSMUSG00000026358	ENSHGLG00000007565
ENSMUSG00000054978	ENSHGLG00000007567
ENSMUSG00000045794	ENSHGLG00000007568
ENSMUSG00000029772	ENSHGLG00000007569
ENSMUSG00000060594	ENSHGLG00000007570
ENSMUSG00000038024	ENSHGLG00000007572
ENSMUSG00000024029	ENSHGLG00000007574
ENSMUSG00000030304	ENSHGLG00000007580
ENSMUSG00000023348	ENSHGLG00000007581
ENSMUSG00000033623	ENSHGLG00000007583
ENSMUSG00000004231	ENSHGLG00000007584
ENSMUSG00000050612	ENSHGLG00000007585
ENSMUSG00000036144	ENSHGLG00000007586
ENSMUSG00000046722	ENSHGLG00000007587
ENSMUSG00000046329	ENSHGLG00000007588
ENSMUSG00000017386	ENSHGLG00000007589
ENSMUSG00000032126	ENSHGLG00000007590
ENSMUSG00000026502	ENSHGLG00000007591
ENSMUSG00000079055	ENSHGLG00000007592
ENSMUSG00000029859	ENSHGLG00000007593
ENSMUSG00000029335	ENSHGLG00000007595
ENSMUSG00000025812	ENSHGLG00000007597
ENSMUSG00000053030	ENSHGLG00000007601
ENSMUSG00000035835	ENSHGLG00000007602
ENSMUSG00000027550	ENSHGLG00000007603
ENSMUSG00000021234	ENSHGLG00000007604
ENSMUSG00000039231	ENSHGLG00000007605
ENSMUSG00000016255	ENSHGLG00000007606
ENSMUSG00000024680	ENSHGLG00000007608
ENSMUSG00000015757	ENSHGLG00000007609
ENSMUSG00000025059	ENSHGLG00000007611
ENSMUSG00000074480	ENSHGLG00000007612
ENSMUSG00000029084	ENSHGLG00000007613
ENSMUSG00000073977	ENSHGLG00000007616
ENSMUSG00000039068	ENSHGLG00000007618
ENSMUSG00000058656	ENSHGLG00000007620
ENSMUSG00000031971	ENSHGLG00000007621
ENSMUSG00000021720	ENSHGLG00000007622
ENSMUSG00000030204	ENSHGLG00000007623
ENSMUSG00000051936	ENSHGLG00000007626
ENSMUSG00000022364	ENSHGLG00000007628
ENSMUSG00000031137	ENSHGLG00000007629
ENSMUSG00000008140	ENSHGLG00000007630
ENSMUSG00000030842	ENSHGLG00000007631
ENSMUSG00000060201	ENSHGLG00000007632
ENSMUSG00000026322	ENSHGLG00000007633
ENSMUSG00000053153	ENSHGLG00000007634
ENSMUSG00000033697	ENSHGLG00000007635
ENSMUSG00000026674	ENSHGLG00000007636
ENSMUSG00000033209	ENSHGLG00000007637
ENSMUSG00000020679	ENSHGLG00000007638
ENSMUSG00000038705	ENSHGLG00000007639
ENSMUSG00000067878	ENSHGLG00000007640
ENSMUSG00000050967	ENSHGLG00000007641
ENSMUSG00000054387	ENSHGLG00000007642
ENSMUSG00000002083	ENSHGLG00000007644
ENSMUSG00000033721	ENSHGLG00000007646
ENSMUSG00000049687	ENSHGLG00000007647
ENSMUSG00000044847	ENSHGLG00000007648
ENSMUSG00000062444	ENSHGLG00000007649
ENSMUSG00000028132	ENSHGLG00000007651
ENSMUSG00000024527	ENSHGLG00000007654
ENSMUSG00000019899	ENSHGLG00000007655
ENSMUSG00000024829	ENSHGLG00000007657
ENSMUSG00000029629	ENSHGLG00000007659
ENSMUSG00000034968	ENSHGLG00000007660
ENSMUSG00000020486	ENSHGLG00000007661
ENSMUSG00000030022	ENSHGLG00000007662
ENSMUSG00000049904	ENSHGLG00000007663
ENSMUSG00000039342	ENSHGLG00000007666
ENSMUSG00000037798	ENSHGLG00000007667
ENSMUSG00000081534	ENSHGLG00000007669
ENSMUSG00000022039	ENSHGLG00000007670
ENSMUSG00000015961	ENSHGLG00000007672
ENSMUSG00000030088	ENSHGLG00000007673
ENSMUSG00000045333	ENSHGLG00000007674
ENSMUSG00000068748	ENSHGLG00000007675
ENSMUSG00000024542	ENSHGLG00000007677
ENSMUSG00000031482	ENSHGLG00000007678
ENSMUSG00000047518	ENSHGLG00000007680
ENSMUSG00000037224	ENSHGLG00000007681
ENSMUSG00000031934	ENSHGLG00000007682
ENSMUSG00000005043	ENSHGLG00000007683
ENSMUSG00000013662	ENSHGLG00000007685
ENSMUSG00000028948	ENSHGLG00000007686
ENSMUSG00000025735	ENSHGLG00000007689
ENSMUSG00000038651	ENSHGLG00000007690
ENSMUSG00000038803	ENSHGLG00000007691
ENSMUSG00000045350	ENSHGLG00000007692
ENSMUSG00000029596	ENSHGLG00000007693
ENSMUSG00000063297	ENSHGLG00000007694
ENSMUSG00000066892	ENSHGLG00000007695
ENSMUSG00000045136	ENSHGLG00000007696
ENSMUSG00000030666	ENSHGLG00000007698
ENSMUSG00000024354	ENSHGLG00000007699
ENSMUSG00000043162	ENSHGLG00000007700
ENSMUSG00000054200	ENSHGLG00000007702
ENSMUSG00000050122	ENSHGLG00000007703
ENSMUSG00000090777	ENSHGLG00000007704
ENSMUSG00000039988	ENSHGLG00000007705
ENSMUSG00000004110	ENSHGLG00000007706
ENSMUSG00000079562	ENSHGLG00000007707
ENSMUSG00000021994	ENSHGLG00000007709
ENSMUSG00000017688	ENSHGLG00000007710
ENSMUSG00000066721	ENSHGLG00000007711
ENSMUSG00000028972	ENSHGLG00000007712
ENSMUSG00000021376	ENSHGLG00000007714
ENSMUSG00000004730	ENSHGLG00000007716
ENSMUSG00000050830	ENSHGLG00000007717
ENSMUSG00000026708	ENSHGLG00000007718
ENSMUSG00000005357	ENSHGLG00000007719
ENSMUSG00000029863	ENSHGLG00000007720
ENSMUSG00000021391	ENSHGLG00000007721
ENSMUSG00000051747	ENSHGLG00000007725
ENSMUSG00000021974	ENSHGLG00000007726
ENSMUSG00000054003	ENSHGLG00000007727
ENSMUSG00000038611	ENSHGLG00000007728
ENSMUSG00000021932	ENSHGLG00000007730
ENSMUSG00000021102	ENSHGLG00000007731
ENSMUSG00000030611	ENSHGLG00000007732
ENSMUSG00000027188	ENSHGLG00000007733
ENSMUSG00000039745	ENSHGLG00000007735
ENSMUSG00000059991	ENSHGLG00000007737
ENSMUSG00000060206	ENSHGLG00000007738
ENSMUSG00000079109	ENSHGLG00000007741
ENSMUSG00000050556	ENSHGLG00000007742
ENSMUSG00000072845	ENSHGLG00000007743
ENSMUSG00000054065	ENSHGLG00000007744
ENSMUSG00000044201	ENSHGLG00000007745
ENSMUSG00000041961	ENSHGLG00000007746
ENSMUSG00000028312	ENSHGLG00000007747
ENSMUSG00000044469	ENSHGLG00000007749
ENSMUSG00000020312	ENSHGLG00000007750
ENSMUSG00000003418	ENSHGLG00000007752
ENSMUSG00000032185	ENSHGLG00000007754
ENSMUSG00000014496	ENSHGLG00000007756
ENSMUSG00000037211	ENSHGLG00000007757
ENSMUSG00000050846	ENSHGLG00000007758
ENSMUSG00000062949	ENSHGLG00000007759
ENSMUSG00000020061	ENSHGLG00000007760
ENSMUSG00000061126	ENSHGLG00000007762
ENSMUSG00000029673	ENSHGLG00000007764
ENSMUSG00000007653	ENSHGLG00000007765
ENSMUSG00000022580	ENSHGLG00000007767
ENSMUSG00000039903	ENSHGLG00000007768
ENSMUSG00000022375	ENSHGLG00000007769
ENSMUSG00000032396	ENSHGLG00000007770
ENSMUSG00000040852	ENSHGLG00000007771
ENSMUSG00000026018	ENSHGLG00000007772
ENSMUSG00000004654	ENSHGLG00000007773
ENSMUSG00000079105	ENSHGLG00000007774
ENSMUSG00000103906	ENSHGLG00000007775
ENSMUSG00000031633	ENSHGLG00000007776
ENSMUSG00000026834	ENSHGLG00000007777
ENSMUSG00000021548	ENSHGLG00000007779
ENSMUSG00000043410	ENSHGLG00000007780
ENSMUSG00000041660	ENSHGLG00000007781
ENSMUSG00000018858	ENSHGLG00000007782
ENSMUSG00000023009	ENSHGLG00000007784
ENSMUSG00000050963	ENSHGLG00000007785
ENSMUSG00000032180	ENSHGLG00000007786
ENSMUSG00000021922	ENSHGLG00000007787
ENSMUSG00000068699	ENSHGLG00000007789
ENSMUSG00000019370	ENSHGLG00000007790
ENSMUSG00000029575	ENSHGLG00000007791
ENSMUSG00000003352	ENSHGLG00000007792
ENSMUSG00000030827	ENSHGLG00000007793
ENSMUSG00000059883	ENSHGLG00000007796
ENSMUSG00000017670	ENSHGLG00000007797
ENSMUSG00000029434	ENSHGLG00000007798
ENSMUSG00000032615	ENSHGLG00000007799
ENSMUSG00000038738	ENSHGLG00000007802
ENSMUSG00000052229	ENSHGLG00000007804
ENSMUSG00000022090	ENSHGLG00000007806
ENSMUSG00000017707	ENSHGLG00000007807
ENSMUSG00000021610	ENSHGLG00000007809
ENSMUSG00000052253	ENSHGLG00000007811
ENSMUSG00000029710	ENSHGLG00000007813
ENSMUSG00000024897	ENSHGLG00000007815
ENSMUSG00000025746	ENSHGLG00000007816
ENSMUSG00000006850	ENSHGLG00000007817
ENSMUSG00000042349	ENSHGLG00000007818
ENSMUSG00000049940	ENSHGLG00000007820
ENSMUSG00000039934	ENSHGLG00000007821
ENSMUSG00000031639	ENSHGLG00000007824
ENSMUSG00000024594	ENSHGLG00000007825
ENSMUSG00000042377	ENSHGLG00000007826
ENSMUSG00000059201	ENSHGLG00000007827
ENSMUSG00000029556	ENSHGLG00000007828
ENSMUSG00000029627	ENSHGLG00000007829
ENSMUSG00000063919	ENSHGLG00000007830
ENSMUSG00000059482	ENSHGLG00000007832
ENSMUSG00000029012	ENSHGLG00000007833
ENSMUSG00000005893	ENSHGLG00000007834
ENSMUSG00000018449	ENSHGLG00000007836
ENSMUSG00000003299	ENSHGLG00000007839
ENSMUSG00000024052	ENSHGLG00000007840
ENSMUSG00000022064	ENSHGLG00000007841
ENSMUSG00000021619	ENSHGLG00000007844
ENSMUSG00000026983	ENSHGLG00000007845
ENSMUSG00000054580	ENSHGLG00000007846
ENSMUSG00000064023	ENSHGLG00000007847
ENSMUSG00000041482	ENSHGLG00000007849
ENSMUSG00000002233	ENSHGLG00000007850
ENSMUSG00000033720	ENSHGLG00000007851
ENSMUSG00000021200	ENSHGLG00000007852
ENSMUSG00000024472	ENSHGLG00000007853
ENSMUSG00000063810	ENSHGLG00000007854
ENSMUSG00000075307	ENSHGLG00000007856
ENSMUSG00000022299	ENSHGLG00000007857
ENSMUSG00000073962	ENSHGLG00000007858
ENSMUSG00000047409	ENSHGLG00000007859
ENSMUSG00000059479	ENSHGLG00000007861
ENSMUSG00000044636	ENSHGLG00000007864
ENSMUSG00000028443	ENSHGLG00000007868
ENSMUSG00000037738	ENSHGLG00000007869
ENSMUSG00000039883	ENSHGLG00000007872
ENSMUSG00000023084	ENSHGLG00000007873
ENSMUSG00000029177	ENSHGLG00000007874
ENSMUSG00000047842	ENSHGLG00000007875
ENSMUSG00000024480	ENSHGLG00000007878
ENSMUSG00000033453	ENSHGLG00000007880
ENSMUSG00000034994	ENSHGLG00000007881
ENSMUSG00000036992	ENSHGLG00000007882
